# Time-averaged data for fix COMOUT
# TimeStep c_COM[1] c_COM[2] c_COM[3]
3787800 44.6958 -19.8762 -11.6875
3787900 44.7489 -19.9163 -11.6673
3788000 44.7717 -19.8419 -11.6099
3788100 44.7545 -19.776 -11.5687
3788200 44.7176 -19.75 -11.617
3788300 44.7111 -19.7304 -11.6014
3788400 44.6944 -19.7365 -11.5007
3788500 44.687 -19.7387 -11.3822
3788600 44.7109 -19.6453 -11.2628
3788700 44.7373 -19.5572 -11.2325
3788800 44.8276 -19.5093 -11.21
3788900 44.8826 -19.5679 -11.2552
3789000 44.916 -19.6214 -11.3039
3789100 44.9174 -19.6477 -11.3381
3789200 44.9656 -19.6387 -11.3499
3789300 45.0279 -19.6348 -11.341
3789400 45.0454 -19.7042 -11.3127
3789500 45.0709 -19.7864 -11.2959
3789600 45.103 -19.8472 -11.2098
3789700 45.1713 -19.7571 -11.1633
3789800 45.2304 -19.6861 -11.1359
3789900 45.2648 -19.5975 -11.111
3790000 45.2844 -19.5514 -11.1113
3790100 45.3217 -19.5482 -11.0773
3790200 45.294 -19.5026 -11.0076
3790300 45.3206 -19.5578 -10.9632
3790400 45.3232 -19.6516 -10.9232
3790500 45.3182 -19.681 -10.9397
3790600 45.3029 -19.6892 -10.9879
3790700 45.4036 -19.727 -10.969
3790800 45.4817 -19.7882 -10.935
3790900 45.5487 -19.8083 -10.8899
3791000 45.4937 -19.8138 -10.8344
3791100 45.4995 -19.8659 -10.7785
3791200 45.5255 -19.8666 -10.7429
3791300 45.5823 -19.8418 -10.7046
3791400 45.6458 -19.8106 -10.6974
3791500 45.6993 -19.7712 -10.7338
3791600 45.7129 -19.7751 -10.7126
3791700 45.7079 -19.8365 -10.6928
3791800 45.7257 -19.854 -10.6541
3791900 45.776 -19.835 -10.6112
3792000 45.8338 -19.7668 -10.6307
3792100 45.8138 -19.7411 -10.7116
3792200 45.8134 -19.6618 -10.7451
3792300 45.8491 -19.5915 -10.7546
3792400 45.907 -19.5363 -10.7563
3792500 46.0053 -19.4991 -10.8574
3792600 46.0105 -19.4291 -10.9087
3792700 45.9761 -19.4446 -10.957
3792800 46.0146 -19.466 -10.9569
3792900 46.0099 -19.4523 -10.9463
3793000 45.9427 -19.5341 -10.9263
3793100 45.8187 -19.5414 -10.8929
3793200 45.7111 -19.5833 -10.8156
3793300 45.689 -19.5969 -10.7921
3793400 45.579 -19.6127 -10.7645
3793500 45.5905 -19.6061 -10.7516
3793600 45.6535 -19.5355 -10.7404
3793700 45.6531 -19.4892 -10.7218
3793800 45.6301 -19.4685 -10.689
3793900 45.5704 -19.4446 -10.6436
3794000 45.6548 -19.4523 -10.5117
3794100 45.7037 -19.4399 -10.3783
3794200 45.7896 -19.4343 -10.2754
3794300 45.7747 -19.389 -10.2185
3794400 45.749 -19.3971 -10.2378
3794500 45.6809 -19.3266 -10.1897
3794600 45.632 -19.2774 -10.1373
3794700 45.5333 -19.2819 -10.1576
3794800 45.428 -19.1847 -10.1983
3794900 45.444 -19.1168 -10.1724
3795000 45.4384 -18.993 -10.1998
3795100 45.4657 -18.8991 -10.2424
3795200 45.5093 -18.8551 -10.2109
3795300 45.6222 -18.9017 -10.2271
3795400 45.5868 -18.9899 -10.2519
3795500 45.5703 -19.066 -10.116
3795600 45.5749 -19.1095 -9.95687
3795700 45.6032 -19.1521 -9.84569
3795800 45.5585 -19.1363 -9.75043
3795900 45.5174 -19.1345 -9.78543
3796000 45.4538 -19.1429 -9.8684
3796100 45.4157 -19.1271 -9.97871
3796200 45.4263 -19.0777 -10.0073
3796300 45.3791 -19.146 -9.87891
3796400 45.3762 -19.1835 -9.78382
3796500 45.3885 -19.176 -9.75128
3796600 45.4697 -19.1838 -9.72483
3796700 45.4983 -19.1298 -9.75352
3796800 45.5159 -19.0349 -9.78201
3796900 45.5934 -19.0522 -9.73117
3797000 45.5357 -19.0863 -9.75701
3797100 45.4538 -19.1354 -9.75639
3797200 45.4214 -19.1867 -9.73945
3797300 45.3125 -19.2539 -9.68672
3797400 45.2871 -19.2721 -9.67606
3797500 45.2889 -19.3012 -9.68329
3797600 45.3599 -19.4711 -9.69156
3797700 45.325 -19.6294 -9.67496
3797800 45.2867 -19.6984 -9.66202
3797900 45.2939 -19.7521 -9.78093
3798000 45.3519 -19.7895 -9.8457
3798100 45.3354 -19.8388 -9.80214
3798200 45.3199 -19.9092 -9.80906
3798300 45.338 -19.9385 -9.88807
3798400 45.3105 -19.8888 -9.95423
3798500 45.2281 -19.9175 -9.92927
3798600 45.1623 -19.9861 -9.92043
3798700 45.171 -19.951 -9.99386
3798800 45.1033 -19.9178 -10.0294
3798900 45.0719 -19.9649 -10.1084
3799000 45.1263 -19.9994 -10.1031
3799100 45.2024 -20.0978 -10.1732
3799200 45.2992 -20.1185 -10.3049
3799300 45.3074 -20.1811 -10.3146
3799400 45.411 -20.1654 -10.3944
3799500 45.4624 -20.1187 -10.4847
3799600 45.5035 -20.0959 -10.4904
3799700 45.5378 -20.0287 -10.4971
3799800 45.6103 -19.9952 -10.6138
3799900 45.6855 -19.9853 -10.6632
3800000 45.6822 -19.9652 -10.7517
3800100 45.6088 -19.8945 -10.8322
3800200 45.6097 -19.8504 -10.8625
3800300 45.6612 -19.8385 -10.827
3800400 45.688 -19.8426 -10.8017
3800500 45.7298 -19.9178 -10.7677
3800600 45.7698 -19.9289 -10.7344
3800700 45.8007 -19.8798 -10.7205
3800800 45.8102 -19.9028 -10.7809
3800900 45.7923 -19.8751 -10.8889
3801000 45.7146 -19.8541 -10.9814
3801100 45.7382 -19.8736 -11.003
3801200 45.7766 -19.8655 -11.0366
3801300 45.7604 -19.9251 -11.0576
3801400 45.6962 -19.9806 -11.058
3801500 45.6095 -19.9801 -11.0101
3801600 45.534 -19.8929 -11.0797
3801700 45.4584 -19.8383 -11.1102
3801800 45.4272 -19.8368 -11.126
3801900 45.2991 -19.7847 -11.0194
3802000 45.2617 -19.8535 -10.9897
3802100 45.2057 -19.9329 -10.8474
3802200 45.1564 -20.0522 -10.76
3802300 45.1141 -20.094 -10.7671
3802400 45.1381 -20.088 -10.7763
3802500 45.1711 -20.0454 -10.755
3802600 45.1908 -20.0309 -10.7465
3802700 45.2652 -20.0309 -10.7932
3802800 45.2973 -20.1421 -10.8118
3802900 45.3999 -20.2089 -10.7792
3803000 45.4727 -20.2853 -10.9144
3803100 45.5385 -20.2436 -11.0174
3803200 45.5792 -20.2827 -11.1009
3803300 45.6115 -20.2892 -11.0803
3803400 45.6395 -20.2934 -11.0424
3803500 45.6617 -20.3628 -10.9695
3803600 45.6651 -20.449 -10.8363
3803700 45.6725 -20.498 -10.6747
3803800 45.6883 -20.5616 -10.5399
3803900 45.5773 -20.6642 -10.4461
3804000 45.4425 -20.6878 -10.4133
3804100 45.3723 -20.6916 -10.4374
3804200 45.4044 -20.6916 -10.4723
3804300 45.4663 -20.7385 -10.528
3804400 45.5198 -20.7412 -10.5322
3804500 45.6523 -20.6719 -10.5863
3804600 45.7176 -20.5588 -10.4991
3804700 45.7329 -20.5178 -10.4722
3804800 45.7871 -20.4584 -10.4521
3804900 45.8086 -20.5441 -10.453
3805000 45.8748 -20.5418 -10.4466
3805100 45.9503 -20.5439 -10.4862
3805200 45.9367 -20.5423 -10.4639
3805300 45.8526 -20.6292 -10.5719
3805400 45.8793 -20.694 -10.634
3805500 45.8798 -20.7089 -10.6779
3805600 45.8028 -20.724 -10.6672
3805700 45.7511 -20.7016 -10.5667
3805800 45.6573 -20.7021 -10.4703
3805900 45.6447 -20.6635 -10.3616
3806000 45.7421 -20.667 -10.3034
3806100 45.8542 -20.6565 -10.2705
3806200 45.9003 -20.6515 -10.3193
3806300 45.9217 -20.6621 -10.3107
3806400 45.8932 -20.6601 -10.2498
3806500 45.8086 -20.5679 -10.2209
3806600 45.7376 -20.571 -10.2813
3806700 45.7383 -20.7051 -10.2359
3806800 45.8749 -20.833 -10.2115
3806900 45.8603 -20.9091 -10.1395
3807000 45.847 -20.9243 -10.1012
3807100 45.9058 -20.9318 -10.1189
3807200 45.8475 -20.9252 -10.0766
3807300 45.8533 -20.8973 -10.1275
3807400 45.9444 -20.8119 -10.1833
3807500 46.0959 -20.7339 -10.1768
3807600 46.127 -20.661 -10.0773
3807700 46.0381 -20.5973 -10.1658
3807800 46.0334 -20.5695 -10.2519
3807900 46.102 -20.4525 -10.2499
3808000 46.1121 -20.4174 -10.2526
3808100 46.0142 -20.4276 -10.2181
3808200 46.0017 -20.3826 -10.1974
3808300 46.0384 -20.4045 -10.2561
3808400 46.0297 -20.4448 -10.2123
3808500 46.0199 -20.4317 -10.0362
3808600 45.9969 -20.4568 -9.97826
3808700 46.0398 -20.5525 -9.9474
3808800 46.1074 -20.6143 -9.91879
3808900 46.0921 -20.6567 -9.95294
3809000 46.0574 -20.6006 -9.99986
3809100 46.0901 -20.6137 -10.0549
3809200 46.1198 -20.6525 -10.0464
3809300 46.1266 -20.6481 -10.0241
3809400 46.1772 -20.6209 -10.0112
3809500 46.3049 -20.5661 -10.0185
3809600 46.4219 -20.5586 -9.99812
3809700 46.483 -20.6031 -9.9386
3809800 46.5478 -20.64 -9.87582
3809900 46.576 -20.7081 -9.84398
3810000 46.6673 -20.6877 -9.88476
3810100 46.8017 -20.6757 -9.87139
3810200 46.8469 -20.6591 -9.85576
3810300 46.8733 -20.7237 -9.87712
3810400 46.8345 -20.7283 -9.95274
3810500 46.862 -20.744 -9.99717
3810600 46.801 -20.8388 -9.9122
3810700 46.6618 -20.8853 -9.91669
3810800 46.6153 -20.891 -9.93247
3810900 46.4775 -20.7447 -9.9627
3811000 46.4142 -20.5322 -9.95592
3811100 46.4094 -20.4447 -9.97142
3811200 46.4912 -20.4247 -9.98644
3811300 46.5173 -20.4019 -9.93108
3811400 46.5699 -20.4284 -9.88153
3811500 46.6199 -20.4225 -9.86131
3811600 46.5338 -20.4002 -9.97547
3811700 46.4505 -20.4516 -10.0935
3811800 46.4708 -20.5056 -10.2269
3811900 46.5206 -20.4747 -10.2367
3812000 46.4809 -20.4772 -10.2034
3812100 46.4641 -20.439 -10.2651
3812200 46.4944 -20.4352 -10.3063
3812300 46.4782 -20.4611 -10.4461
3812400 46.4376 -20.4039 -10.4502
3812500 46.3494 -20.3715 -10.4037
3812600 46.1796 -20.2983 -10.3259
3812700 46.1801 -20.2679 -10.3318
3812800 46.1353 -20.2631 -10.3641
3812900 46.104 -20.2435 -10.3826
3813000 46.0988 -20.1362 -10.3969
3813100 46.0024 -20.0003 -10.4466
3813200 45.9219 -19.977 -10.436
3813300 45.8935 -19.909 -10.3987
3813400 45.833 -19.7591 -10.3891
3813500 45.687 -19.6993 -10.3929
3813600 45.4924 -19.7357 -10.4005
3813700 45.4747 -19.7674 -10.3452
3813800 45.5405 -19.7767 -10.2663
3813900 45.5821 -19.8108 -10.1685
3814000 45.5513 -19.8713 -10.0966
3814100 45.514 -19.8851 -10.0874
3814200 45.4954 -19.8785 -10.0967
3814300 45.4405 -19.9288 -10.1325
3814400 45.3704 -20.0129 -10.1276
3814500 45.286 -20.0915 -10.1742
3814600 45.3101 -20.1822 -10.1952
3814700 45.3857 -20.2081 -10.2669
3814800 45.3793 -20.2155 -10.2907
3814900 45.3926 -20.2235 -10.2728
3815000 45.4313 -20.3283 -10.3359
3815100 45.4022 -20.3933 -10.3639
3815200 45.3376 -20.4616 -10.4568
3815300 45.3738 -20.4782 -10.5392
3815400 45.3769 -20.4839 -10.6058
3815500 45.3248 -20.3846 -10.7067
3815600 45.1867 -20.3515 -10.784
3815700 45.1754 -20.365 -10.7691
3815800 45.1525 -20.3737 -10.6988
3815900 45.0717 -20.3847 -10.6929
3816000 45.0564 -20.463 -10.6739
3816100 45.1012 -20.4088 -10.673
3816200 45.1389 -20.3935 -10.7517
3816300 45.094 -20.3892 -10.8504
3816400 45.0925 -20.3694 -10.8521
3816500 45.1333 -20.3782 -10.8967
3816600 45.0794 -20.2799 -10.9421
3816700 45.0191 -20.1998 -10.955
3816800 45.0292 -20.1565 -10.9111
3816900 45.0203 -20.1725 -10.9345
3817000 45.1265 -20.2391 -10.9314
3817100 45.1652 -20.2523 -10.9503
3817200 45.1708 -20.2783 -10.9666
3817300 45.1667 -20.3069 -10.8196
3817400 45.1526 -20.372 -10.6686
3817500 45.1907 -20.3361 -10.6399
3817600 45.2798 -20.3438 -10.6217
3817700 45.3824 -20.3731 -10.6162
3817800 45.4463 -20.3619 -10.6288
3817900 45.5679 -20.3355 -10.6236
3818000 45.6267 -20.3629 -10.5944
3818100 45.7207 -20.4523 -10.5442
3818200 45.7681 -20.4524 -10.5926
3818300 45.7888 -20.4036 -10.6948
3818400 45.8157 -20.4476 -10.6042
3818500 45.8131 -20.5032 -10.5371
3818600 45.826 -20.5676 -10.4412
3818700 45.8279 -20.6761 -10.3714
3818800 45.8569 -20.7403 -10.377
3818900 45.8635 -20.7862 -10.4111
3819000 45.8476 -20.7871 -10.4414
3819100 45.8502 -20.7857 -10.3521
3819200 45.8087 -20.8129 -10.3391
3819300 45.82 -20.8346 -10.3605
3819400 45.9142 -20.7602 -10.3816
3819500 45.9855 -20.6937 -10.3831
3819600 46.0517 -20.6449 -10.4266
3819700 46.0138 -20.5105 -10.5848
3819800 46.027 -20.485 -10.6393
3819900 46.0113 -20.5125 -10.6111
3820000 46.0316 -20.5058 -10.4793
3820100 46.0324 -20.5183 -10.3674
3820200 46.096 -20.5566 -10.2774
3820300 46.11 -20.5024 -10.2649
3820400 46.0812 -20.4295 -10.2262
3820500 46.072 -20.3282 -10.2702
3820600 46.0983 -20.2189 -10.2981
3820700 46.1641 -20.2118 -10.3139
3820800 46.2021 -20.2042 -10.3483
3820900 46.1948 -20.3121 -10.3563
3821000 46.1029 -20.4504 -10.3302
3821100 46.0259 -20.5163 -10.3747
3821200 46.1132 -20.5812 -10.4131
3821300 46.2273 -20.6621 -10.4282
3821400 46.2206 -20.7321 -10.4643
3821500 46.1285 -20.7643 -10.4116
3821600 46.0656 -20.8004 -10.3985
3821700 46.0666 -20.8923 -10.4471
3821800 46.098 -20.8896 -10.4892
3821900 46.0996 -20.8563 -10.3903
3822000 46.1204 -20.7362 -10.2727
3822100 46.0466 -20.6453 -10.2441
3822200 46.0665 -20.5988 -10.2563
3822300 46.1836 -20.5556 -10.263
3822400 46.2247 -20.5474 -10.1871
3822500 46.2167 -20.5824 -10.0844
3822600 46.1923 -20.5671 -9.90953
3822700 46.1317 -20.5299 -9.72915
3822800 46.0059 -20.5076 -9.52298
3822900 45.9539 -20.5688 -9.44841
3823000 45.9461 -20.5981 -9.45548
3823100 46.0031 -20.6098 -9.39635
3823200 45.9948 -20.6118 -9.35742
3823300 45.9361 -20.6229 -9.37095
3823400 45.8082 -20.6605 -9.45805
3823500 45.7179 -20.6573 -9.51009
3823600 45.7787 -20.7111 -9.55052
3823700 45.8087 -20.795 -9.5048
3823800 45.8493 -20.8107 -9.49234
3823900 45.8849 -20.8083 -9.49863
3824000 45.8349 -20.8433 -9.50008
3824100 45.6822 -20.8434 -9.61576
3824200 45.7336 -20.7863 -9.65055
3824300 45.7989 -20.7445 -9.63643
3824400 45.7881 -20.7687 -9.65233
3824500 45.8374 -20.8128 -9.75046
3824600 45.8543 -20.854 -9.8033
3824700 45.7829 -20.8817 -9.87956
3824800 45.7776 -20.8377 -9.82104
3824900 45.7036 -20.7286 -9.73048
3825000 45.6937 -20.7464 -9.7445
3825100 45.7419 -20.8513 -9.74272
3825200 45.718 -20.8634 -9.7389
3825300 45.6649 -20.8147 -9.70216
3825400 45.5964 -20.8754 -9.65143
3825500 45.6364 -20.9485 -9.53177
3825600 45.6843 -20.9934 -9.41342
3825700 45.7484 -20.9362 -9.35026
3825800 45.7816 -20.8559 -9.40681
3825900 45.7876 -20.8627 -9.50859
3826000 45.7445 -21.0044 -9.57992
3826100 45.7581 -21.0801 -9.6579
3826200 45.7187 -21.0722 -9.64228
3826300 45.735 -21.0011 -9.62479
3826400 45.8011 -21.0209 -9.61722
3826500 45.849 -21.1336 -9.54395
3826600 45.8781 -21.1813 -9.45993
3826700 45.9149 -21.1679 -9.49504
3826800 45.9412 -21.1116 -9.50909
3826900 45.9154 -21.0526 -9.52782
3827000 45.8935 -20.9865 -9.51408
3827100 45.8789 -21.0183 -9.56755
3827200 45.8329 -21.08 -9.55267
3827300 45.9027 -21.0514 -9.59661
3827400 45.9632 -20.9766 -9.69853
3827500 45.9683 -20.9185 -9.69082
3827600 45.9312 -20.9018 -9.62613
3827700 45.8731 -20.8745 -9.60084
3827800 45.8518 -20.8817 -9.51296
3827900 45.8232 -20.9339 -9.40051
3828000 45.8551 -20.9458 -9.31374
3828100 45.8542 -20.9273 -9.3216
3828200 45.838 -20.9424 -9.27157
3828300 45.8732 -20.9197 -9.23871
3828400 45.9122 -20.8522 -9.32929
3828500 45.906 -20.7416 -9.31296
3828600 45.9192 -20.749 -9.25682
3828700 45.8793 -20.7423 -9.23183
3828800 45.9157 -20.6447 -9.24802
3828900 45.9605 -20.5502 -9.19043
3829000 46.0052 -20.4975 -9.11662
3829100 46.0752 -20.457 -9.08644
3829200 46.0932 -20.4089 -9.06728
3829300 46.0931 -20.3169 -8.96821
3829400 46.0198 -20.2948 -8.86878
3829500 45.9704 -20.3156 -8.89387
3829600 45.9286 -20.3275 -8.90888
3829700 45.9992 -20.2679 -8.81694
3829800 46.078 -20.2693 -8.70073
3829900 46.1009 -20.2798 -8.71528
3830000 46.0691 -20.2827 -8.78926
3830100 46.1172 -20.3004 -8.80545
3830200 46.2054 -20.305 -8.82791
3830300 46.1484 -20.2654 -8.82642
3830400 46.1024 -20.2335 -8.81005
3830500 46.0843 -20.2547 -8.83752
3830600 46.0938 -20.352 -8.94924
3830700 46.1684 -20.3914 -8.98064
3830800 46.1691 -20.4273 -9.03046
3830900 46.0617 -20.5318 -9.14275
3831000 46.0647 -20.5718 -9.26696
3831100 46.0436 -20.5542 -9.34939
3831200 46.0071 -20.6255 -9.32642
3831300 46.01 -20.6348 -9.18702
3831400 45.9735 -20.5728 -9.12901
3831500 45.9603 -20.402 -9.11818
3831600 45.9032 -20.2595 -9.07858
3831700 45.978 -20.2558 -9.03183
3831800 46.0692 -20.3779 -8.88182
3831900 46.107 -20.4083 -8.81092
3832000 46.0764 -20.4322 -8.72754
3832100 46.0111 -20.3841 -8.66217
3832200 45.9834 -20.3461 -8.68659
3832300 45.9965 -20.3332 -8.77585
3832400 45.9896 -20.2458 -8.90866
3832500 45.9585 -20.1216 -8.9957
3832600 45.9402 -20.0485 -8.93865
3832700 45.8468 -19.9616 -8.795
3832800 45.7323 -19.8518 -8.69016
3832900 45.6439 -19.7559 -8.62533
3833000 45.6274 -19.5851 -8.61599
3833100 45.6412 -19.4254 -8.60566
3833200 45.5935 -19.3083 -8.59207
3833300 45.5758 -19.2881 -8.7045
3833400 45.4907 -19.2495 -8.81649
3833500 45.5329 -19.1324 -8.90886
3833600 45.5269 -18.9807 -9.01194
3833700 45.4804 -18.9309 -9.03674
3833800 45.3614 -18.8969 -9.06273
3833900 45.3992 -18.8393 -9.02617
3834000 45.4019 -18.7663 -9.03282
3834100 45.4096 -18.7406 -9.06472
3834200 45.4801 -18.7284 -9.09664
3834300 45.4189 -18.6818 -9.07999
3834400 45.3875 -18.6331 -9.18995
3834500 45.3381 -18.6581 -9.29316
3834600 45.3234 -18.6914 -9.37771
3834700 45.2719 -18.6621 -9.39247
3834800 45.2207 -18.6743 -9.4657
3834900 45.2003 -18.6622 -9.52917
3835000 45.1811 -18.5939 -9.6052
3835100 45.1173 -18.5662 -9.65279
3835200 45.1464 -18.5845 -9.60526
3835300 45.1453 -18.6128 -9.6953
3835400 45.1345 -18.5793 -9.73002
3835500 45.0446 -18.5862 -9.67619
3835600 44.9551 -18.6738 -9.61615
3835700 44.9538 -18.7589 -9.54935
3835800 44.927 -18.8737 -9.55066
3835900 44.8744 -18.908 -9.60613
3836000 44.8473 -18.8567 -9.66511
3836100 44.84 -18.8098 -9.70387
3836200 44.7967 -18.8065 -9.73821
3836300 44.8252 -18.8364 -9.77474
3836400 44.8813 -18.9016 -9.68551
3836500 44.9154 -18.9209 -9.66055
3836600 44.8896 -18.9631 -9.74222
3836700 44.8212 -18.9943 -9.91007
3836800 44.775 -18.9512 -10.0328
3836900 44.7936 -18.9872 -10.0511
3837000 44.8037 -18.9169 -10.0589
3837100 44.8078 -18.9624 -10.108
3837200 44.7972 -18.9754 -10.2476
3837300 44.7369 -19.0495 -10.3611
3837400 44.7309 -19.0919 -10.3815
3837500 44.7414 -19.1921 -10.3939
3837600 44.7553 -19.2381 -10.3242
3837700 44.7087 -19.2498 -10.3275
3837800 44.7567 -19.3239 -10.3298
3837900 44.8637 -19.3376 -10.3425
3838000 44.9136 -19.3036 -10.4022
3838100 44.9958 -19.3034 -10.3921
3838200 45.1057 -19.2808 -10.387
3838300 45.0797 -19.2383 -10.4154
3838400 45.0532 -19.0917 -10.4249
3838500 45.1048 -18.9647 -10.3805
3838600 45.0391 -18.9035 -10.3364
3838700 44.9569 -18.9405 -10.3265
3838800 44.9694 -19.0233 -10.3161
3838900 44.9552 -18.9787 -10.2571
3839000 44.9001 -18.9347 -10.0966
3839100 44.8401 -18.8769 -9.97512
3839200 44.8583 -18.8237 -9.85428
3839300 44.8976 -18.806 -9.85194
3839400 44.9217 -18.7542 -9.7696
3839500 44.9301 -18.7208 -9.77661
3839600 44.9018 -18.6679 -9.79683
3839700 44.8675 -18.6296 -9.78584
3839800 44.8844 -18.5064 -9.82312
3839900 44.8475 -18.4215 -9.89996
3840000 44.7831 -18.4077 -9.97027
3840100 44.6473 -18.3996 -9.93132
3840200 44.6134 -18.3516 -9.9219
3840300 44.6013 -18.3863 -9.91064
3840400 44.6315 -18.3979 -9.91599
3840500 44.6351 -18.4049 -9.82786
3840600 44.6058 -18.4248 -9.76156
3840700 44.6423 -18.4047 -9.76441
3840800 44.6904 -18.4038 -9.79348
3840900 44.768 -18.3798 -9.87751
3841000 44.7296 -18.3294 -9.9081
3841100 44.6747 -18.3219 -9.91047
3841200 44.5618 -18.3724 -9.87021
3841300 44.5847 -18.4349 -9.77171
3841400 44.558 -18.4515 -9.73537
3841500 44.5979 -18.4417 -9.77462
3841600 44.5498 -18.4661 -9.80053
3841700 44.5535 -18.558 -9.87354
3841800 44.526 -18.5977 -9.78779
3841900 44.483 -18.4807 -9.69064
3842000 44.4303 -18.3595 -9.66648
3842100 44.3643 -18.2733 -9.65744
3842200 44.2612 -18.2227 -9.61061
3842300 44.1467 -18.2494 -9.53028
3842400 44.1448 -18.3067 -9.48403
3842500 44.2339 -18.348 -9.4918
3842600 44.3417 -18.3153 -9.40831
3842700 44.4346 -18.3898 -9.37962
3842800 44.4397 -18.335 -9.35963
3842900 44.293 -18.2464 -9.36602
3843000 44.1254 -18.1635 -9.41367
3843100 44.0617 -18.1621 -9.39186
3843200 44.0662 -18.2658 -9.34389
3843300 44.1949 -18.2628 -9.29462
3843400 44.2996 -18.2133 -9.2738
3843500 44.2677 -18.1476 -9.30453
3843600 44.2705 -18.0889 -9.31363
3843700 44.2874 -17.9529 -9.34653
3843800 44.3846 -17.8788 -9.35043
3843900 44.4748 -17.8604 -9.38594
3844000 44.4796 -17.8256 -9.42051
3844100 44.4757 -17.7991 -9.35503
3844200 44.4122 -17.737 -9.29431
3844300 44.3219 -17.7364 -9.31904
3844400 44.2522 -17.7447 -9.28895
3844500 44.196 -17.7962 -9.23727
3844600 44.226 -17.7984 -9.13204
3844700 44.2436 -17.7996 -9.08656
3844800 44.242 -17.7661 -9.07002
3844900 44.2427 -17.7933 -9.13224
3845000 44.2039 -17.8764 -9.15444
3845100 44.2706 -17.9255 -9.11
3845200 44.353 -17.9355 -9.07288
3845300 44.4417 -17.9965 -9.11352
3845400 44.3853 -18.0653 -9.15163
3845500 44.2869 -18.1481 -9.17002
3845600 44.2636 -18.2562 -9.16922
3845700 44.2601 -18.361 -9.26488
3845800 44.3197 -18.511 -9.24525
3845900 44.3489 -18.5758 -9.19672
3846000 44.3587 -18.5446 -9.17443
3846100 44.2854 -18.5683 -9.23219
3846200 44.1435 -18.6128 -9.20794
3846300 44.0422 -18.6146 -9.15198
3846400 44.0593 -18.5412 -9.15081
3846500 44.0129 -18.4502 -9.08491
3846600 43.9064 -18.4048 -9.00024
3846700 43.8736 -18.4357 -8.99861
3846800 43.8727 -18.4544 -8.99441
3846900 43.8188 -18.4516 -8.87552
3847000 43.8458 -18.4639 -8.78485
3847100 43.9157 -18.4494 -8.72203
3847200 43.9258 -18.4984 -8.75891
3847300 43.8538 -18.6274 -8.7081
3847400 43.7465 -18.6881 -8.71839
3847500 43.6448 -18.7067 -8.5919
3847600 43.6213 -18.7906 -8.47615
3847700 43.6085 -18.9036 -8.36873
3847800 43.6236 -18.9493 -8.24316
3847900 43.7163 -19.0838 -8.22298
3848000 43.7446 -19.1931 -8.21913
3848100 43.8124 -19.2242 -8.19057
3848200 43.8449 -19.2031 -8.16832
3848300 43.8656 -19.0971 -8.16506
3848400 43.937 -19.0163 -8.15512
3848500 43.9768 -19.0697 -8.09292
3848600 44.037 -19.1641 -8.09154
3848700 44.0626 -19.1875 -8.17852
3848800 44.0158 -19.3145 -8.14702
3848900 43.9613 -19.3963 -8.11485
3849000 43.915 -19.5285 -8.05603
3849100 43.9335 -19.6066 -7.96465
3849200 43.9434 -19.6443 -7.88208
3849300 43.96 -19.7245 -7.85596
3849400 43.8715 -19.7374 -7.82238
3849500 43.795 -19.7495 -7.75175
3849600 43.6554 -19.7425 -7.78216
3849700 43.6614 -19.6975 -7.8283
3849800 43.5917 -19.639 -7.89565
3849900 43.5396 -19.63 -7.97736
3850000 43.5214 -19.6073 -8.0284
3850100 43.4301 -19.5564 -8.05599
3850200 43.3326 -19.4906 -7.9908
3850300 43.1941 -19.4376 -7.9065
3850400 43.1191 -19.4029 -7.87266
3850500 43.0965 -19.5119 -7.86803
3850600 43.0881 -19.5482 -7.87861
3850700 43.0834 -19.6109 -7.73719
3850800 43.0684 -19.7002 -7.5937
3850900 43.0139 -19.7606 -7.52164
3851000 43.0226 -19.7642 -7.5498
3851100 43.0783 -19.6299 -7.6238
3851200 43.0896 -19.511 -7.75097
3851300 42.9713 -19.4947 -7.902
3851400 42.8664 -19.5351 -8.10284
3851500 42.8705 -19.5758 -8.17068
3851600 42.9227 -19.6442 -8.33264
3851700 42.8952 -19.7149 -8.47115
3851800 42.8413 -19.8472 -8.53302
3851900 42.7997 -19.9615 -8.55028
3852000 42.8612 -19.9753 -8.56983
3852100 42.9038 -19.9811 -8.63767
3852200 42.8879 -19.982 -8.74467
3852300 42.838 -19.9732 -8.76291
3852400 42.8825 -19.9284 -8.7469
3852500 42.9249 -19.9141 -8.69497
3852600 42.9117 -19.9067 -8.58054
3852700 42.9354 -19.9356 -8.5364
3852800 42.9098 -19.8988 -8.5336
3852900 42.8304 -19.7926 -8.52391
3853000 42.8017 -19.7718 -8.45855
3853100 42.7606 -19.7757 -8.47863
3853200 42.7232 -19.7321 -8.50006
3853300 42.731 -19.7866 -8.46598
3853400 42.6855 -19.8628 -8.39517
3853500 42.6445 -19.96 -8.33443
3853600 42.6561 -20.0922 -8.35934
3853700 42.6677 -20.1733 -8.3869
3853800 42.6484 -20.2168 -8.4259
3853900 42.6434 -20.286 -8.32773
3854000 42.6668 -20.3444 -8.2003
3854100 42.6925 -20.3531 -8.10066
3854200 42.6492 -20.4001 -8.04017
3854300 42.6692 -20.4421 -7.99821
3854400 42.7275 -20.4596 -8.00719
3854500 42.7416 -20.4733 -7.96875
3854600 42.7175 -20.4455 -7.97861
3854700 42.6751 -20.4616 -8.00397
3854800 42.6834 -20.4799 -8.07518
